LOCATION,INDICATOR,SUBJECT,MEASURE,FREQUENCY,TIME,Value,Flag Codes
POL,HUR,TOT,PC_LF,A,2010,9.675,
POL,HUR,TOT,PC_LF,A,2011,9.65,
POL,HUR,TOT,PC_LF,A,2012,10.10833,
POL,HUR,TOT,PC_LF,A,2013,10.34167,
POL,HUR,TOT,PC_LF,A,2014,9.016666,
POL,HUR,TOT,PC_LF,A,2015,7.525,
POL,HUR,TOT,PC_LF,A,2016,6.191667,
POL,HUR,TOT,PC_LF,A,2017,4.883333,
POL,HUR,TOT,PC_LF,A,2018,3.858333,
POL,HUR,TOT,PC_LF,A,2019,3.283333,
PRT,HUR,TOT,PC_LF,A,1983,8.175,
PRT,HUR,TOT,PC_LF,A,1984,8.866667,
PRT,HUR,TOT,PC_LF,A,1985,9.15,
PRT,HUR,TOT,PC_LF,A,1986,8.8,
PRT,HUR,TOT,PC_LF,A,1987,7.233333,
PRT,HUR,TOT,PC_LF,A,1988,5.841667,
PRT,HUR,TOT,PC_LF,A,1989,5.183333,
PRT,HUR,TOT,PC_LF,A,1990,4.8,
PRT,HUR,TOT,PC_LF,A,1991,4.183333,
PRT,HUR,TOT,PC_LF,A,1992,4.125,
PRT,HUR,TOT,PC_LF,A,1993,5.5,
PRT,HUR,TOT,PC_LF,A,1994,6.825,
PRT,HUR,TOT,PC_LF,A,1995,7.183333,
PRT,HUR,TOT,PC_LF,A,1996,7.241667,
PRT,HUR,TOT,PC_LF,A,1997,6.741667,
PRT,HUR,TOT,PC_LF,A,1998,6.1,
PRT,HUR,TOT,PC_LF,A,1999,5.725,
PRT,HUR,TOT,PC_LF,A,2000,5.266667,
PRT,HUR,TOT,PC_LF,A,2001,5.375,
PRT,HUR,TOT,PC_LF,A,2002,6.466667,
PRT,HUR,TOT,PC_LF,A,2003,7.783333,
PRT,HUR,TOT,PC_LF,A,2004,8.158334,
PRT,HUR,TOT,PC_LF,A,2005,9.233334,
PRT,HUR,TOT,PC_LF,A,2006,9.3,
PRT,HUR,TOT,PC_LF,A,2007,9.558333,
PRT,HUR,TOT,PC_LF,A,2008,9.233334,
PRT,HUR,TOT,PC_LF,A,2009,11.225,
PRT,HUR,TOT,PC_LF,A,2010,12.58333,
PRT,HUR,TOT,PC_LF,A,2011,13.51667,
PRT,HUR,TOT,PC_LF,A,2012,16.575,
PRT,HUR,TOT,PC_LF,A,2013,17.175,
PRT,HUR,TOT,PC_LF,A,2014,14.65,
PRT,HUR,TOT,PC_LF,A,2015,13.025,
PRT,HUR,TOT,PC_LF,A,2016,11.46667,
PRT,HUR,TOT,PC_LF,A,2017,9.225,
PRT,HUR,TOT,PC_LF,A,2018,7.166667,
PRT,HUR,TOT,PC_LF,A,2019,6.675,
SVK,HUR,TOT,PC_LF,A,1998,12.70833,
SVK,HUR,TOT,PC_LF,A,1999,16.49167,
SVK,HUR,TOT,PC_LF,A,2000,18.90833,
SVK,HUR,TOT,PC_LF,A,2001,19.45833,
SVK,HUR,TOT,PC_LF,A,2002,18.80833,
SVK,HUR,TOT,PC_LF,A,2003,17.69167,
SVK,HUR,TOT,PC_LF,A,2004,18.35833,
SVK,HUR,TOT,PC_LF,A,2005,16.375,
SVK,HUR,TOT,PC_LF,A,2006,13.46667,
SVK,HUR,TOT,PC_LF,A,2007,11.23333,
SVK,HUR,TOT,PC_LF,A,2008,9.575,
SVK,HUR,TOT,PC_LF,A,2009,12.11667,
SVK,HUR,TOT,PC_LF,A,2010,14.5,
SVK,HUR,TOT,PC_LF,A,2011,13.68333,
SVK,HUR,TOT,PC_LF,A,2012,13.95833,
SVK,HUR,TOT,PC_LF,A,2013,14.225,
SVK,HUR,TOT,PC_LF,A,2014,13.20833,
SVK,HUR,TOT,PC_LF,A,2015,11.5,
SVK,HUR,TOT,PC_LF,A,2016,9.666667,
SVK,HUR,TOT,PC_LF,A,2017,8.125,
SVK,HUR,TOT,PC_LF,A,2018,6.541667,
SVK,HUR,TOT,PC_LF,A,2019,5.766667,
ESP,HUR,TOT,PC_LF,A,1987,19.71667,
ESP,HUR,TOT,PC_LF,A,1988,18.69167,
ESP,HUR,TOT,PC_LF,A,1989,16.54167,
ESP,HUR,TOT,PC_LF,A,1990,15.45833,
ESP,HUR,TOT,PC_LF,A,1991,15.5,
ESP,HUR,TOT,PC_LF,A,1992,17.01667,
ESP,HUR,TOT,PC_LF,A,1993,20.84167,
ESP,HUR,TOT,PC_LF,A,1994,22.05,
ESP,HUR,TOT,PC_LF,A,1995,20.75,
ESP,HUR,TOT,PC_LF,A,1996,19.89167,
ESP,HUR,TOT,PC_LF,A,1997,18.39167,
ESP,HUR,TOT,PC_LF,A,1998,16.40833,
ESP,HUR,TOT,PC_LF,A,1999,13.6,
ESP,HUR,TOT,PC_LF,A,2000,11.91667,
ESP,HUR,TOT,PC_LF,A,2001,10.55833,
ESP,HUR,TOT,PC_LF,A,2002,11.44167,
ESP,HUR,TOT,PC_LF,A,2003,11.49167,
ESP,HUR,TOT,PC_LF,A,2004,10.95833,
ESP,HUR,TOT,PC_LF,A,2005,9.166667,
ESP,HUR,TOT,PC_LF,A,2006,8.458333,
ESP,HUR,TOT,PC_LF,A,2007,8.225,
ESP,HUR,TOT,PC_LF,A,2008,11.26667,
ESP,HUR,TOT,PC_LF,A,2009,17.86667,
ESP,HUR,TOT,PC_LF,A,2010,19.875,
ESP,HUR,TOT,PC_LF,A,2011,21.40833,
ESP,HUR,TOT,PC_LF,A,2012,24.79167,
ESP,HUR,TOT,PC_LF,A,2013,26.11667,
ESP,HUR,TOT,PC_LF,A,2014,24.45,
ESP,HUR,TOT,PC_LF,A,2015,22.075,
ESP,HUR,TOT,PC_LF,A,2016,19.65,
ESP,HUR,TOT,PC_LF,A,2017,17.23333,
ESP,HUR,TOT,PC_LF,A,2018,15.26667,
ESP,HUR,TOT,PC_LF,A,2019,14.10833,
SWE,HUR,TOT,PC_LF,A,1983,3.666667,
SWE,HUR,TOT,PC_LF,A,1984,3.266667,
SWE,HUR,TOT,PC_LF,A,1985,2.883333,
SWE,HUR,TOT,PC_LF,A,1986,2.691667,
SWE,HUR,TOT,PC_LF,A,1987,2.191667,
SWE,HUR,TOT,PC_LF,A,1988,1.8,
SWE,HUR,TOT,PC_LF,A,1989,1.558333,
SWE,HUR,TOT,PC_LF,A,1990,1.716667,
SWE,HUR,TOT,PC_LF,A,1991,3.1,
SWE,HUR,TOT,PC_LF,A,1992,5.558333,
SWE,HUR,TOT,PC_LF,A,1993,9.05,
SWE,HUR,TOT,PC_LF,A,1994,9.358334,
SWE,HUR,TOT,PC_LF,A,1995,8.8,
SWE,HUR,TOT,PC_LF,A,1996,9.558333,
SWE,HUR,TOT,PC_LF,A,1997,9.891666,
SWE,HUR,TOT,PC_LF,A,1998,8.2,
SWE,HUR,TOT,PC_LF,A,1999,6.733333,
SWE,HUR,TOT,PC_LF,A,2000,5.6,B
SWE,HUR,TOT,PC_LF,A,2001,5.825,
SWE,HUR,TOT,PC_LF,A,2002,5.95,
SWE,HUR,TOT,PC_LF,A,2003,6.566667,
SWE,HUR,TOT,PC_LF,A,2004,7.375,
SWE,HUR,TOT,PC_LF,A,2005,7.641667,
SWE,HUR,TOT,PC_LF,A,2006,7.041667,
SWE,HUR,TOT,PC_LF,A,2007,6.116667,
SWE,HUR,TOT,PC_LF,A,2008,6.166667,
SWE,HUR,TOT,PC_LF,A,2009,8.3,
SWE,HUR,TOT,PC_LF,A,2010,8.575,
SWE,HUR,TOT,PC_LF,A,2011,7.766667,
SWE,HUR,TOT,PC_LF,A,2012,7.966667,
SWE,HUR,TOT,PC_LF,A,2013,8,
SWE,HUR,TOT,PC_LF,A,2014,7.933333,
SWE,HUR,TOT,PC_LF,A,2015,7.4,
SWE,HUR,TOT,PC_LF,A,2016,6.95,
SWE,HUR,TOT,PC_LF,A,2017,6.683333,
SWE,HUR,TOT,PC_LF,A,2018,6.325,B
SWE,HUR,TOT,PC_LF,A,2019,6.766667,
CHE,HUR,TOT,PC_LF,A,2010,4.803626,
CHE,HUR,TOT,PC_LF,A,2011,4.401669,
CHE,HUR,TOT,PC_LF,A,2012,4.484188,
CHE,HUR,TOT,PC_LF,A,2013,4.747292,
CHE,HUR,TOT,PC_LF,A,2014,4.829988,
CHE,HUR,TOT,PC_LF,A,2015,4.800639,
CHE,HUR,TOT,PC_LF,A,2016,4.91918,
CHE,HUR,TOT,PC_LF,A,2017,4.797587,
CHE,HUR,TOT,PC_LF,A,2018,4.714414,
CHE,HUR,TOT,PC_LF,A,2019,4.394452,
TUR,HUR,TOT,PC_LF,A,2005,9.508333,
TUR,HUR,TOT,PC_LF,A,2006,9.066667,B
TUR,HUR,TOT,PC_LF,A,2007,9.158334,
TUR,HUR,TOT,PC_LF,A,2008,10.025,
TUR,HUR,TOT,PC_LF,A,2009,13.04167,
TUR,HUR,TOT,PC_LF,A,2010,11.15,
TUR,HUR,TOT,PC_LF,A,2011,9.141666,
TUR,HUR,TOT,PC_LF,A,2012,8.433333,
TUR,HUR,TOT,PC_LF,A,2013,9.05,B
TUR,HUR,TOT,PC_LF,A,2014,9.891666,
TUR,HUR,TOT,PC_LF,A,2015,10.33333,
TUR,HUR,TOT,PC_LF,A,2016,10.90833,
TUR,HUR,TOT,PC_LF,A,2017,10.925,
TUR,HUR,TOT,PC_LF,A,2018,10.9,
TUR,HUR,TOT,PC_LF,A,2019,13.73333,
GBR,HUR,TOT,PC_LF,A,1983,10.775,
GBR,HUR,TOT,PC_LF,A,1984,10.85,
GBR,HUR,TOT,PC_LF,A,1985,11.175,
GBR,HUR,TOT,PC_LF,A,1986,11.2,
GBR,HUR,TOT,PC_LF,A,1987,10.275,
GBR,HUR,TOT,PC_LF,A,1988,8.45,
GBR,HUR,TOT,PC_LF,A,1989,7.075,
GBR,HUR,TOT,PC_LF,A,1990,6.825,
GBR,HUR,TOT,PC_LF,A,1991,8.6,
GBR,HUR,TOT,PC_LF,A,1992,9.855444,
GBR,HUR,TOT,PC_LF,A,1993,10.39069,
GBR,HUR,TOT,PC_LF,A,1994,9.512666,
GBR,HUR,TOT,PC_LF,A,1995,8.638574,
GBR,HUR,TOT,PC_LF,A,1996,8.113807,
GBR,HUR,TOT,PC_LF,A,1997,6.98159,
GBR,HUR,TOT,PC_LF,A,1998,6.26345,
GBR,HUR,TOT,PC_LF,A,1999,5.979465,
GBR,HUR,TOT,PC_LF,A,2000,5.458603,
GBR,HUR,TOT,PC_LF,A,2001,5.09697,
GBR,HUR,TOT,PC_LF,A,2002,5.184958,
GBR,HUR,TOT,PC_LF,A,2003,5.007329,
GBR,HUR,TOT,PC_LF,A,2004,4.747302,
GBR,HUR,TOT,PC_LF,A,2005,4.823375,
GBR,HUR,TOT,PC_LF,A,2006,5.417598,
GBR,HUR,TOT,PC_LF,A,2007,5.32914,
GBR,HUR,TOT,PC_LF,A,2008,5.68196,
GBR,HUR,TOT,PC_LF,A,2009,7.611054,
GBR,HUR,TOT,PC_LF,A,2010,7.867382,
GBR,HUR,TOT,PC_LF,A,2011,8.106182,
GBR,HUR,TOT,PC_LF,A,2012,7.965578,
GBR,HUR,TOT,PC_LF,A,2013,7.603673,
GBR,HUR,TOT,PC_LF,A,2014,6.178483,
GBR,HUR,TOT,PC_LF,A,2015,5.383935,
GBR,HUR,TOT,PC_LF,A,2016,4.892704,
GBR,HUR,TOT,PC_LF,A,2017,4.401906,
GBR,HUR,TOT,PC_LF,A,2018,4.080814,
GBR,HUR,TOT,PC_LF,A,2019,3.833521,
USA,HUR,TOT,PC_LF,A,1955,4.383333,
USA,HUR,TOT,PC_LF,A,1956,4.141667,
USA,HUR,TOT,PC_LF,A,1957,4.258333,
USA,HUR,TOT,PC_LF,A,1958,6.8,
USA,HUR,TOT,PC_LF,A,1959,5.475,
USA,HUR,TOT,PC_LF,A,1960,5.508333,
USA,HUR,TOT,PC_LF,A,1961,6.683333,
USA,HUR,TOT,PC_LF,A,1962,5.541667,
USA,HUR,TOT,PC_LF,A,1963,5.666667,
USA,HUR,TOT,PC_LF,A,1964,5.191667,
USA,HUR,TOT,PC_LF,A,1965,4.525,
USA,HUR,TOT,PC_LF,A,1966,3.783333,
USA,HUR,TOT,PC_LF,A,1967,3.841667,
USA,HUR,TOT,PC_LF,A,1968,3.583333,
USA,HUR,TOT,PC_LF,A,1969,3.508333,
USA,HUR,TOT,PC_LF,A,1970,4.933333,
USA,HUR,TOT,PC_LF,A,1971,5.958333,
USA,HUR,TOT,PC_LF,A,1972,5.616667,
USA,HUR,TOT,PC_LF,A,1973,4.891667,
USA,HUR,TOT,PC_LF,A,1974,5.591667,
USA,HUR,TOT,PC_LF,A,1975,8.466666,
USA,HUR,TOT,PC_LF,A,1976,7.716667,
USA,HUR,TOT,PC_LF,A,1977,7.066667,
USA,HUR,TOT,PC_LF,A,1978,6.066667,
USA,HUR,TOT,PC_LF,A,1979,5.833333,
USA,HUR,TOT,PC_LF,A,1980,7.141667,
USA,HUR,TOT,PC_LF,A,1981,7.6,
USA,HUR,TOT,PC_LF,A,1982,9.708333,
USA,HUR,TOT,PC_LF,A,1983,9.616667,
USA,HUR,TOT,PC_LF,A,1984,7.525,
USA,HUR,TOT,PC_LF,A,1985,7.191667,
USA,HUR,TOT,PC_LF,A,1986,6.991667,
USA,HUR,TOT,PC_LF,A,1987,6.191667,
USA,HUR,TOT,PC_LF,A,1988,5.491667,
USA,HUR,TOT,PC_LF,A,1989,5.266667,
USA,HUR,TOT,PC_LF,A,1990,5.616667,
USA,HUR,TOT,PC_LF,A,1991,6.816667,
USA,HUR,TOT,PC_LF,A,1992,7.508333,
USA,HUR,TOT,PC_LF,A,1993,6.9,
USA,HUR,TOT,PC_LF,A,1994,6.083333,
USA,HUR,TOT,PC_LF,A,1995,5.608333,
USA,HUR,TOT,PC_LF,A,1996,5.416667,
USA,HUR,TOT,PC_LF,A,1997,4.95,
USA,HUR,TOT,PC_LF,A,1998,4.508333,
USA,HUR,TOT,PC_LF,A,1999,4.216667,
USA,HUR,TOT,PC_LF,A,2000,3.991667,
USA,HUR,TOT,PC_LF,A,2001,4.733333,
USA,HUR,TOT,PC_LF,A,2002,5.775,
USA,HUR,TOT,PC_LF,A,2003,5.991667,
USA,HUR,TOT,PC_LF,A,2004,5.533333,
USA,HUR,TOT,PC_LF,A,2005,5.066667,
USA,HUR,TOT,PC_LF,A,2006,4.616667,
USA,HUR,TOT,PC_LF,A,2007,4.616667,
USA,HUR,TOT,PC_LF,A,2008,5.775,
USA,HUR,TOT,PC_LF,A,2009,9.266666,
USA,HUR,TOT,PC_LF,A,2010,9.616667,
USA,HUR,TOT,PC_LF,A,2011,8.95,
USA,HUR,TOT,PC_LF,A,2012,8.066667,
USA,HUR,TOT,PC_LF,A,2013,7.375,
USA,HUR,TOT,PC_LF,A,2014,6.166667,
USA,HUR,TOT,PC_LF,A,2015,5.291667,
USA,HUR,TOT,PC_LF,A,2016,4.866667,
USA,HUR,TOT,PC_LF,A,2017,4.35,
USA,HUR,TOT,PC_LF,A,2018,3.9,
USA,HUR,TOT,PC_LF,A,2019,3.666667,
CHL,HUR,TOT,PC_LF,A,1986,12.115,
CHL,HUR,TOT,PC_LF,A,1987,10.9275,
CHL,HUR,TOT,PC_LF,A,1988,9.7525,
CHL,HUR,TOT,PC_LF,A,1989,7.9025,
CHL,HUR,TOT,PC_LF,A,1990,7.7575,
CHL,HUR,TOT,PC_LF,A,1991,8.155,
CHL,HUR,TOT,PC_LF,A,1992,6.665,
CHL,HUR,TOT,PC_LF,A,1993,6.5425,
CHL,HUR,TOT,PC_LF,A,1994,7.815,
CHL,HUR,TOT,PC_LF,A,1995,7.3025,
CHL,HUR,TOT,PC_LF,A,1996,6.325,
CHL,HUR,TOT,PC_LF,A,1997,6.115,
CHL,HUR,TOT,PC_LF,A,1998,6.395,
CHL,HUR,TOT,PC_LF,A,1999,10.1375,
CHL,HUR,TOT,PC_LF,A,2000,9.6675,
CHL,HUR,TOT,PC_LF,A,2001,9.8525,
CHL,HUR,TOT,PC_LF,A,2002,9.805,
CHL,HUR,TOT,PC_LF,A,2003,9.54,
CHL,HUR,TOT,PC_LF,A,2004,10.0075,
CHL,HUR,TOT,PC_LF,A,2005,9.235,
CHL,HUR,TOT,PC_LF,A,2006,7.8,
CHL,HUR,TOT,PC_LF,A,2007,7.13,
CHL,HUR,TOT,PC_LF,A,2008,7.7925,
CHL,HUR,TOT,PC_LF,A,2009,9.675,
CHL,HUR,TOT,PC_LF,A,2010,8.15,
CHL,HUR,TOT,PC_LF,A,2011,7.125,
CHL,HUR,TOT,PC_LF,A,2012,6.545561,
CHL,HUR,TOT,PC_LF,A,2013,6.08222,
CHL,HUR,TOT,PC_LF,A,2014,6.495096,
CHL,HUR,TOT,PC_LF,A,2015,6.328377,
CHL,HUR,TOT,PC_LF,A,2016,6.684913,
CHL,HUR,TOT,PC_LF,A,2017,6.965175,
CHL,HUR,TOT,PC_LF,A,2018,7.376639,
CHL,HUR,TOT,PC_LF,A,2019,7.22264,
EST,HUR,TOT,PC_LF,A,1997,9.625,
EST,HUR,TOT,PC_LF,A,1998,9.15,
EST,HUR,TOT,PC_LF,A,1999,11.35,
EST,HUR,TOT,PC_LF,A,2000,14.45833,
EST,HUR,TOT,PC_LF,A,2001,13.04167,
EST,HUR,TOT,PC_LF,A,2002,11.33333,
EST,HUR,TOT,PC_LF,A,2003,10.35,
EST,HUR,TOT,PC_LF,A,2004,10.08333,
EST,HUR,TOT,PC_LF,A,2005,7.975,
EST,HUR,TOT,PC_LF,A,2006,5.941667,
EST,HUR,TOT,PC_LF,A,2007,4.6,
EST,HUR,TOT,PC_LF,A,2008,5.516667,B
EST,HUR,TOT,PC_LF,A,2009,13.475,
EST,HUR,TOT,PC_LF,A,2010,16.58333,
EST,HUR,TOT,PC_LF,A,2011,12.35,
EST,HUR,TOT,PC_LF,A,2012,9.908334,
EST,HUR,TOT,PC_LF,A,2013,8.491667,
EST,HUR,TOT,PC_LF,A,2014,7.316667,
EST,HUR,TOT,PC_LF,A,2015,6.158333,
EST,HUR,TOT,PC_LF,A,2016,6.691667,
EST,HUR,TOT,PC_LF,A,2017,5.766667,
EST,HUR,TOT,PC_LF,A,2018,5.533333,
EST,HUR,TOT,PC_LF,A,2019,4.533333,
ISR,HUR,TOT,PC_LF,A,1995,6.869637,
ISR,HUR,TOT,PC_LF,A,1996,6.677445,
ISR,HUR,TOT,PC_LF,A,1997,7.673759,
ISR,HUR,TOT,PC_LF,A,1998,8.535764,
ISR,HUR,TOT,PC_LF,A,1999,8.884659,
ISR,HUR,TOT,PC_LF,A,2000,8.770606,
ISR,HUR,TOT,PC_LF,A,2001,9.348134,
ISR,HUR,TOT,PC_LF,A,2002,10.29844,
ISR,HUR,TOT,PC_LF,A,2003,10.71266,
ISR,HUR,TOT,PC_LF,A,2004,10.36771,
ISR,HUR,TOT,PC_LF,A,2005,8.989903,
ISR,HUR,TOT,PC_LF,A,2006,8.403837,
ISR,HUR,TOT,PC_LF,A,2007,7.318558,
ISR,HUR,TOT,PC_LF,A,2008,6.099141,
ISR,HUR,TOT,PC_LF,A,2009,7.544086,
ISR,HUR,TOT,PC_LF,A,2010,6.636595,
ISR,HUR,TOT,PC_LF,A,2011,5.602376,B
ISR,HUR,TOT,PC_LF,A,2012,6.85,
ISR,HUR,TOT,PC_LF,A,2013,6.208333,
ISR,HUR,TOT,PC_LF,A,2014,5.908333,
ISR,HUR,TOT,PC_LF,A,2015,5.241667,
ISR,HUR,TOT,PC_LF,A,2016,4.808333,
ISR,HUR,TOT,PC_LF,A,2017,4.216667,
ISR,HUR,TOT,PC_LF,A,2018,4,
ISR,HUR,TOT,PC_LF,A,2019,3.8,
SVN,HUR,TOT,PC_LF,A,1996,6.891667,
SVN,HUR,TOT,PC_LF,A,1997,6.916667,
SVN,HUR,TOT,PC_LF,A,1998,7.366667,
SVN,HUR,TOT,PC_LF,A,1999,7.408333,
SVN,HUR,TOT,PC_LF,A,2000,6.741667,
SVN,HUR,TOT,PC_LF,A,2001,6.191667,
SVN,HUR,TOT,PC_LF,A,2002,6.341667,
SVN,HUR,TOT,PC_LF,A,2003,6.7,
SVN,HUR,TOT,PC_LF,A,2004,6.341667,
SVN,HUR,TOT,PC_LF,A,2005,6.541667,
SVN,HUR,TOT,PC_LF,A,2006,5.991667,
SVN,HUR,TOT,PC_LF,A,2007,4.858333,
SVN,HUR,TOT,PC_LF,A,2008,4.391667,
SVN,HUR,TOT,PC_LF,A,2009,5.891667,
SVN,HUR,TOT,PC_LF,A,2010,7.3,
SVN,HUR,TOT,PC_LF,A,2011,8.241667,
SVN,HUR,TOT,PC_LF,A,2012,8.916667,
SVN,HUR,TOT,PC_LF,A,2013,10.175,
SVN,HUR,TOT,PC_LF,A,2014,9.791667,
SVN,HUR,TOT,PC_LF,A,2015,9.025,
SVN,HUR,TOT,PC_LF,A,2016,8.025,
SVN,HUR,TOT,PC_LF,A,2017,6.6,
SVN,HUR,TOT,PC_LF,A,2018,5.158333,
SVN,HUR,TOT,PC_LF,A,2019,4.466667,
OECD,HUR,TOT,PC_LF,A,2005,6.847052,E
OECD,HUR,TOT,PC_LF,A,2006,6.331593,E
OECD,HUR,TOT,PC_LF,A,2007,5.837912,E
OECD,HUR,TOT,PC_LF,A,2008,6.166899,E
OECD,HUR,TOT,PC_LF,A,2009,8.31604,E
OECD,HUR,TOT,PC_LF,A,2010,8.528318,E
OECD,HUR,TOT,PC_LF,A,2011,8.116273,E
OECD,HUR,TOT,PC_LF,A,2012,8.097891,E
OECD,HUR,TOT,PC_LF,A,2013,8.006887,E
OECD,HUR,TOT,PC_LF,A,2014,7.450127,E
OECD,HUR,TOT,PC_LF,A,2015,6.886826,E
OECD,HUR,TOT,PC_LF,A,2016,6.469691,E
OECD,HUR,TOT,PC_LF,A,2017,5.939786,E
OECD,HUR,TOT,PC_LF,A,2018,5.502918,E
OECD,HUR,TOT,PC_LF,A,2019,5.422404,E
G-7,HUR,TOT,PC_LF,A,1991,6.366811,E
G-7,HUR,TOT,PC_LF,A,1992,7.014071,E
G-7,HUR,TOT,PC_LF,A,1993,7.211086,E
G-7,HUR,TOT,PC_LF,A,1994,7.018174,E
G-7,HUR,TOT,PC_LF,A,1995,6.741108,E
G-7,HUR,TOT,PC_LF,A,1996,6.773658,E
G-7,HUR,TOT,PC_LF,A,1997,6.552429,E
G-7,HUR,TOT,PC_LF,A,1998,6.37944,E
G-7,HUR,TOT,PC_LF,A,1999,6.137665,E
G-7,HUR,TOT,PC_LF,A,2000,5.698733,E
G-7,HUR,TOT,PC_LF,A,2001,5.898816,E
G-7,HUR,TOT,PC_LF,A,2002,6.481965,E
G-7,HUR,TOT,PC_LF,A,2003,6.645479,E
G-7,HUR,TOT,PC_LF,A,2004,6.400585,E
G-7,HUR,TOT,PC_LF,A,2005,6.221782,E
G-7,HUR,TOT,PC_LF,A,2006,5.816313,E
G-7,HUR,TOT,PC_LF,A,2007,5.421414,E
G-7,HUR,TOT,PC_LF,A,2008,5.843527,E
G-7,HUR,TOT,PC_LF,A,2009,8.016138,E
G-7,HUR,TOT,PC_LF,A,2010,8.169156,E
G-7,HUR,TOT,PC_LF,A,2011,7.65432,E
G-7,HUR,TOT,PC_LF,A,2012,7.384168,E
G-7,HUR,TOT,PC_LF,A,2013,7.114743,E
G-7,HUR,TOT,PC_LF,A,2014,6.398038,E
G-7,HUR,TOT,PC_LF,A,2015,5.820534,E
G-7,HUR,TOT,PC_LF,A,2016,5.469173,E
G-7,HUR,TOT,PC_LF,A,2017,4.994215,E
G-7,HUR,TOT,PC_LF,A,2018,4.559374,E
G-7,HUR,TOT,PC_LF,A,2019,4.291934,E
EA19,HUR,TOT,PC_LF,A,1991,7.840147,E
EA19,HUR,TOT,PC_LF,A,1992,8.50725,E
EA19,HUR,TOT,PC_LF,A,1993,10.16667,
EA19,HUR,TOT,PC_LF,A,1994,10.85833,B
EA19,HUR,TOT,PC_LF,A,1995,10.65,
EA19,HUR,TOT,PC_LF,A,1996,10.78333,
EA19,HUR,TOT,PC_LF,A,1997,10.75833,
EA19,HUR,TOT,PC_LF,A,1998,10.55,
EA19,HUR,TOT,PC_LF,A,1999,9.816667,
EA19,HUR,TOT,PC_LF,A,2000,8.883333,
EA19,HUR,TOT,PC_LF,A,2001,8.308333,
EA19,HUR,TOT,PC_LF,A,2002,8.6,
EA19,HUR,TOT,PC_LF,A,2003,9.075,
EA19,HUR,TOT,PC_LF,A,2004,9.325,
EA19,HUR,TOT,PC_LF,A,2005,9.183333,
EA19,HUR,TOT,PC_LF,A,2006,8.433333,
EA19,HUR,TOT,PC_LF,A,2007,7.55,
EA19,HUR,TOT,PC_LF,A,2008,7.6,
EA19,HUR,TOT,PC_LF,A,2009,9.691667,
EA19,HUR,TOT,PC_LF,A,2010,10.28333,
EA19,HUR,TOT,PC_LF,A,2011,10.26667,
EA19,HUR,TOT,PC_LF,A,2012,11.45833,
EA19,HUR,TOT,PC_LF,A,2013,12.075,
EA19,HUR,TOT,PC_LF,A,2014,11.65833,
EA19,HUR,TOT,PC_LF,A,2015,10.9,
EA19,HUR,TOT,PC_LF,A,2016,10.05833,
EA19,HUR,TOT,PC_LF,A,2017,9.091666,
EA19,HUR,TOT,PC_LF,A,2018,8.208333,
EA19,HUR,TOT,PC_LF,A,2019,7.583333,
LVA,HUR,TOT,PC_LF,A,1999,14.06667,
LVA,HUR,TOT,PC_LF,A,2000,14.34167,
LVA,HUR,TOT,PC_LF,A,2001,13.48333,
LVA,HUR,TOT,PC_LF,A,2002,12.49167,
LVA,HUR,TOT,PC_LF,A,2003,11.64167,
LVA,HUR,TOT,PC_LF,A,2004,11.75,
LVA,HUR,TOT,PC_LF,A,2005,10.05,
LVA,HUR,TOT,PC_LF,A,2006,7.041667,
LVA,HUR,TOT,PC_LF,A,2007,6.058333,
LVA,HUR,TOT,PC_LF,A,2008,7.741667,
LVA,HUR,TOT,PC_LF,A,2009,17.56667,
LVA,HUR,TOT,PC_LF,A,2010,19.475,
LVA,HUR,TOT,PC_LF,A,2011,16.21667,
LVA,HUR,TOT,PC_LF,A,2012,15.04167,
LVA,HUR,TOT,PC_LF,A,2013,11.875,
LVA,HUR,TOT,PC_LF,A,2014,10.85,
LVA,HUR,TOT,PC_LF,A,2015,9.883333,
LVA,HUR,TOT,PC_LF,A,2016,9.633333,
LVA,HUR,TOT,PC_LF,A,2017,8.708333,
LVA,HUR,TOT,PC_LF,A,2018,7.4,
LVA,HUR,TOT,PC_LF,A,2019,6.308333,
LTU,HUR,TOT,PC_LF,A,1999,14.64167,
LTU,HUR,TOT,PC_LF,A,2000,16.44167,
LTU,HUR,TOT,PC_LF,A,2001,17.41667,
LTU,HUR,TOT,PC_LF,A,2002,13.775,
LTU,HUR,TOT,PC_LF,A,2003,12.43333,
LTU,HUR,TOT,PC_LF,A,2004,10.89167,
LTU,HUR,TOT,PC_LF,A,2005,8.316667,
LTU,HUR,TOT,PC_LF,A,2006,5.791667,
LTU,HUR,TOT,PC_LF,A,2007,4.258333,
LTU,HUR,TOT,PC_LF,A,2008,5.825,
LTU,HUR,TOT,PC_LF,A,2009,13.8,
LTU,HUR,TOT,PC_LF,A,2010,17.84167,
LTU,HUR,TOT,PC_LF,A,2011,15.39167,
LTU,HUR,TOT,PC_LF,A,2012,13.40833,
LTU,HUR,TOT,PC_LF,A,2013,11.8,
LTU,HUR,TOT,PC_LF,A,2014,10.725,
LTU,HUR,TOT,PC_LF,A,2015,9.133333,
LTU,HUR,TOT,PC_LF,A,2016,7.9,
LTU,HUR,TOT,PC_LF,A,2017,7.116667,
LTU,HUR,TOT,PC_LF,A,2018,6.183333,
LTU,HUR,TOT,PC_LF,A,2019,6.283333,
